image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,LightNoise,LightNoise_light_param,GradientLightNoise,GradientLightNoise_light_param,CircularLightNoise,CircularLightNoise_light_param,CircularLightNoise_r_circle,CircularLightNoise_kernel_sigma,SPNoise,SPNoise_amount_sp,SPNoise_bw,SPNoise_pepper_color,SPNoise_salt_color,NegativeNoise,BlurNoise,BlurNoise_blur_sigma,BlurNoise_blur_kernel_size,pitch,yaw,roll,scale,label,istance_name
1,0,0,0,0,0,0,0,1,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,0.664310939,0,18_LAM_65406$d0236038-dfc6-47e2-aa92-d280dfcb8dca
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,15,0.86356988,0,0,0,0,0,0,0,0,0,15,0,57,0.554879073,0,37_DAL_78740$c3363b5d-2e64-4c7c-bfd6-cf3b124e7c8a
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.242021068,0,70,177,0,0,0,0,39,0,42,0.800101841,0,05_WHEEL_97647$cad5a201-6ae6-40ad-b3a4-8615714d47f6
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.825988296,1,29_WHEEL_17854$790a9024-45b2-4981-8ca4-a48071699b4c
0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,0.520376274,1,14_GHAF_82649$20ec3150-1d20-4b37-8a34-42d16e520c9c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741536886,1,39_VAV_42642$2675035e-4394-48c2-98b2-aeae3a8b4e15
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-98,27,0.23048636,0,0,0,0,0,0,0,0,0,0,0,0,0.873151944,1,93_LAM_17237$67b44e2c-4b61-44b7-9449-e63fe1eae52a
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.268538157,0,116,188,0,1,3,5,84,0,30,0.649359094,0,91_GHAF_23242$fb4daa74-543b-4ffd-8eab-d51082e87333
0,0,0,0,0,0,0,1,0,0,1,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.961096977,0,55_TA_60023$f4707c31-f12a-4c34-a7c7-ed0f154804a3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0.546190609,1,76_SAD_60803$8e439dd7-371c-45e8-b8aa-007c4fd0a54c
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2296037,1,22,240,1,0,0,0,0,0,40,0.503318741,0,43_LAM_23225$183516e1-1f6f-47e4-b874-0fade9611d03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54,0.74537234,0,82_WHEEL_72656$01090e97-b593-4509-b48b-cfe4bc24509f
0,0,0,0,0,1,0,0,1,0,1,-143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,15,0.58065068,0,20_LAM_81275$2497f26a-ce19-40b3-94eb-1fde00f9c6e4
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.684074627,1,22_BE_23685$b881bb9b-5c47-4e85-b08b-d479360f86fc
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694069936,1,20_MIM_64053$03dacd3c-769f-49a3-8f10-aa414f0793b3
0,0,0,0,0,0,1,0,0,0,0,0,1,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0.702557723,1,74_EIN_10378$e835c30c-830d-4863-a190-ad42ad17d0cb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-134,19,0.423343996,0,0,0,0,0,0,0,0,0,57,0,0,0.507044827,1,98_MIM_52691$a9656d80-b669-4012-9580-d39719f24fb4
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.322577224,0,110,207,0,0,0,0,59,54,0,0.61011179,1,43_TA_31903$3aa94ca9-171e-44a4-9f47-80ac51a1abab
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0.918377958,1,03_MIM_22890$311bfefd-1961-4e92-81d6-14685f104d12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,0,0,0,0.512978709,1,28_TA_01011$fa202f31-a232-433e-9d29-61842460c9eb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,76,0.585847175,0,08_RE_36494$11613d3d-4c1c-4015-bc1b-6ec80d7f1b2f
0,0,0,0,0,1,0,0,0,0,1,66,1,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,74,0.65214644,0,23_SIN_13128$f2794d45-ba28-47c1-8ae0-de26f437d1b3
0,0,0,1,0,0,0,0,0,0,0,0,1,-158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675998124,1,52_NON_29055$bbc91d26-9581-43c0-acd0-12b5c13470e5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618722786,1,41_GHAF_28185$7ded14ca-c576-4bd3-a7f8-01df7d3ce90f
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0.892984382,0,64_TE_57811$64bbdb16-9fb9-4760-ad3f-6703a31847b8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988450796,1,75_BE_83073$04cc602b-662a-4fcc-9f1d-448399327854
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.875587762,1,64_RE_80211$c0b82b78-1835-4560-be71-2b3e85f36a7c
0,0,0,0,0,0,0,0,0,1,1,16,0,0,1,56,21,0.720714716,0,0,0,0,0,0,1,4,7,0,49,81,0.7717863,0,82_EIN_26477$f2175f43-02ea-472b-abb5-c7bb5815eb19
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949458393,1,11_HE_05067$78b6a36c-937f-476d-95c6-b77a72cdb179
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.883131993,1,13_VAV_89420$0dd83fa2-0ed6-4f08-908b-17e2214b4d85
0,1,0,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,1,0.293008405,0,31,225,0,0,0,0,0,82,0,0.641698241,1,61_VAV_24831$14549f3e-8eb1-49ac-88ff-52c9f076ac09
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,29,30,0.390631277,0,0,0,0,0,0,1,5,3,0,33,0,0.718712075,1,44_NON_82242$b1facb88-30b2-47db-bebb-e20ff1b5a457
0,0,0,0,1,0,0,0,0,0,1,-79,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,59,0.640145829,0,26_EIN_06544$9660fb6e-a6d9-4a04-8edc-3d79ee64fc17
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0.566502036,1,42_BE_15390$2c300217-b959-417e-90c0-b9705b67b72e
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0.806213197,1,51_WHEEL_61618$a630564d-bbc4-4d75-819b-90a82ec0ab76
0,0,0,0,0,0,0,0,0,0,1,-140,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,0,0,0,0.705217996,1,44_GHAF_28465$e62091a1-189c-47f1-bd2b-9877d7e2ef67
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0,64,0.9738308,0,79_GHAF_10985$beba3681-b416-4790-8e06-45b324084ea0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.588003022,0,16_SAD_92351$c51e5ced-79e0-48e7-9b82-b36b6a83a799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0.726671601,1,10_YE_53707$f4287437-bdfe-4654-bae7-d9d5151df38d
0,0,0,0,1,0,0,0,0,1,1,-27,0,0,0,0,0,0,1,0.38823228,1,33,176,0,0,0,0,0,0,0,0.785669904,1,16_NON_96045$49229f66-8bc3-4ec9-a12a-ad16be1309ff
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58726412,1,90_YE_40425$518d5fc9-5ffa-4fd1-baaa-367d363af57c
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,73,0.739984049,0,90_NON_05525$f581f910-d76f-4306-9b8c-919556b07e3a
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,63,38,0.610235962,0,23_JIM_38799$2dc95d9e-3c22-42f7-96bb-20c7edbc6847
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-56,16,0.629240524,1,0.369484664,1,110,214,0,0,0,0,0,0,0,0.888581219,0,57_LAM_67385$9e434a68-a889-4df4-ae30-bf2be8ce2165
0,0,0,0,0,0,0,0,0,1,0,0,1,-42,0,0,0,0,1,0.208422986,0,69,150,1,0,0,0,0,0,41,0.999967733,1,10_BE_79901$7fd690c8-98ec-4950-9cb0-9bc0ca7b9297
0,0,0,1,0,0,0,0,0,1,0,0,1,61,0,0,0,0,0,0,0,0,0,0,1,4,11,29,31,25,0.852982784,1,36_JIM_10836$2b0980f8-4acb-49b3-ac7c-3652c0dbd42c
0,0,0,0,0,1,0,0,0,0,1,-98,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,0.824162095,1,87_BE_57435$1d83261f-f7d5-4d1e-ade1-f3d8fe787465
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.266649488,1,76,202,0,0,0,0,0,0,0,0.571211802,1,84_JIM_41812$93eff67d-3b58-4f3c-93c7-28ba574c5295
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507103663,1,88_HE_51837$43652bf6-4151-4a3b-93a9-fea39a1ddac6
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.541900025,1,56_MIM_38515$d4012986-e7cd-4074-adbc-adbe71d97322
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,69,0.87935103,0,48_JIM_46592$ebe67697-8043-4f3d-8cba-c97a5d2ea3d3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0.651058036,1,11_WHEEL_08773$3c865356-4136-4d3f-82ac-a302ce8e493b
0,0,0,0,0,0,0,0,0,0,1,124,0,0,1,97,17,0.636341109,0,0,0,0,0,0,1,4,9,0,0,0,0.901778802,1,73_HE_47252$6e83dbd9-b7e0-47f9-b062-98b16ecf5e51
0,0,0,0,0,0,1,0,0,0,0,0,1,-142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,0,0.85781256,1,66_TE_94307$9456eae4-1cbc-4e70-9fd0-9b4ebf745131
0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,75,0,0,0.94335205,1,90_WHEEL_32366$a9cce8be-757a-41f9-9833-779efe19b0f8
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,24,0.717534038,1,45_JIM_29138$92e37e1c-d851-42cb-9754-c2318071874d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865594939,1,89_GHAF_39190$f2f78ef2-e72e-45d1-8dd6-eef2633ed460
0,0,1,0,0,0,0,0,1,1,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,66,31,62,0.846662889,0,66_JIM_07039$8244d80a-bc5a-4be3-bb70-58b6ca18b60c
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-35,21,0.979500939,0,0,0,0,0,0,0,0,0,0,0,0,0.6095079,1,84_YE_94253$74f8a9f2-11b8-42da-b618-53f6bd758edf
0,0,1,0,0,0,0,0,0,0,1,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788100186,1,19_TE_65740$060dac8d-683a-48d6-b07b-8066b3759171
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801001493,1,64_TA_53819$88387240-aee3-463e-9bc3-7b52ef3037bf
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,76,21,0.854212025,1,0.32351076,1,78,245,0,0,0,0,41,0,80,0.533703031,0,17_MIM_17522$a10a1480-c3ea-4737-badb-29866b1e8561
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,35,0,0,0.909683608,1,74_SIN_92223$d460b076-5fec-40d5-85e1-d97739315918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918213865,1,62_TA_05334$12f21aa9-4b73-4e6a-b75f-9dc7bda59160
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48,48,0.560432464,0,26_SAD_07279$54cd4bbe-f09b-4a00-b107-416f99234f52
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,45,0.516076672,0,43_NON_91473$4c660a2d-b1c3-47ea-a9cd-c46a6f9e053e
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-144,17,0.21085319,0,0,0,0,0,0,0,0,0,0,0,0,0.765096978,1,72_DAL_09493$bb31ce7a-567c-417f-92ea-d7d537baa64b
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0.791572328,1,34_HE_38394$74a4f9bb-0ec6-4a63-a83e-92ba2253c8a9
0,1,0,0,0,1,0,0,0,1,0,0,1,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,79,0,0.546067436,1,18_YE_30209$e658d59a-cb9a-4a06-9371-5b738f78a0f7
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,31,0.878692727,0,17_SIN_79972$01306c78-bb3b-452b-ac35-70b95b12092a
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.966509175,1,23_MIM_49732$9d48c998-5c01-4f52-bd08-a370e6c9a043
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0.969816902,1,09_BE_89238$93693a46-1bc6-4977-b336-59c274e41114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0.603112,1,21_NON_32139$1961c73c-550c-429a-b565-df02bcaa47d3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,30,0.636572462,1,63_SIN_00284$64c45b2f-67da-47f4-a5d6-3c573e5b1a6a
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0.711243319,0,64_TE_15491$ba304989-6b4d-40f2-a71b-8f6b474b4d98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.61019117,1,44_SIN_62635$a21a9299-6e2a-4aeb-8d52-2d9580515462
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,0,0.948880318,1,53_JIM_37569$a8050fa4-a01e-4516-a25d-8ff9430c8161
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.244480047,0,45,215,1,0,0,0,8,0,68,0.984690428,0,13_EIN_02366$a521de34-d296-4ecf-8b4d-12a6a4192364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,15,0.516642318,1,66_EIN_88915$6ccf8ff6-bdee-46c2-a0f5-631c5b557cb3
0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,0,1,0.208203002,0,26,204,1,0,0,0,0,25,47,0.996545102,0,24_TE_21167$e7f0b2c4-2e9c-4ee0-bd06-54ed07dc636f
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.580338887,0,99_YE_20766$1e1707ce-dba0-4142-ac00-3dedb20d2569
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589672016,1,40_JIM_99978$a95ceabb-d5ac-4b1b-8cf6-5294d300f05b
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903902114,1,51_YE_97326$e4faad0c-06cd-47e8-8bc2-600d05a418cd
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,89,0.512537957,0,87_DAL_74823$56cc86ba-96cf-4cac-b459-e440b0a462c4
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,67,16,0.269000264,0,0,0,0,0,0,0,0,0,49,18,0,0.909635678,1,23_JIM_35834$1f931279-f0ad-48e9-9a8a-6a1dc3f98ddb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511455683,1,96_LAM_12590$cbf13ceb-163c-45fe-9bb0-ccdff53f1850
0,0,0,0,0,0,0,0,0,1,0,0,1,107,0,0,0,0,1,0.269105721,0,98,188,0,0,0,0,0,68,0,0.887837253,1,64_EIN_57725$e6ba3767-e6c8-4828-a87b-991563730f83
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0.591063976,1,55_WHEEL_79381$703f27b0-68d2-4ea3-a65a-c461fddddcb2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,85,0.765022182,0,22_VAV_97729$12e8d502-637c-4192-9038-4153f652d3e5
0,0,0,0,0,0,1,0,1,0,0,0,1,-148,0,0,0,0,1,0.323961783,0,3,185,0,0,0,0,0,0,0,0.787789441,1,75_BE_83831$d2e69b4f-cc37-4238-89d6-09925d38033b
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.908117503,0,89_SAD_37610$42af0018-30da-437a-a273-acd385880cb4
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.671242229,1,47_TE_58143$ef1c846e-352b-465a-a9dd-b53f3aceb9e1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0.798742012,0,92_TE_51071$11ab9fbf-05de-4ab5-b8fd-bd049c4db5f2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.69284413,1,14_DAL_50405$aab67187-bc98-40d0-a5b7-bf6072e52242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,0,0.767053939,1,86_DAL_99165$3e2092a5-4567-496c-8eef-1f9de3dca8d4
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517382712,1,18_WHEEL_49123$d87601dc-d961-45f4-93dd-3e7c5e33ffb4
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,132,18,0.578387852,0,0,0,0,0,0,0,0,0,0,39,0,0.990670886,1,90_NON_20409$972fa334-4ac5-4d72-973f-d9693449c36f
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,0,0.714488702,1,65_YE_15320$87e1e467-8774-43d2-b3c2-eb022a587a62
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,65,0,0.617265787,1,27_NON_71424$af437d91-8b5c-4add-ad71-2d6ada0a13f7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.290452863,1,122,185,0,1,7,15,0,0,0,0.518270753,1,00_HE_38693$d5e7769a-cd8c-4cf9-99f7-f52b7fd6c25e
0,0,1,0,0,0,0,0,0,1,0,0,1,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0.519633356,1,00_DAL_54409$227d0efb-8d2e-4415-9e5c-89c0b9a36c56
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53,16,0.551143473,1,0.163334782,1,67,164,0,0,0,0,0,0,12,0.755749403,1,03_DAL_38010$d5b36e7d-6742-4b65-bc28-6072442acf9f
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,0.64892739,0,81_EIN_20860$5d799c07-34c6-4b35-9112-78aebf968792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898907723,1,69_YE_09702$54a4f5bb-53b1-485a-a6cb-2712ed3959df
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,15,0.896606867,0,0,0,0,0,0,0,0,0,76,0,0,0.585809746,1,20_WHEEL_57589$f8a58a99-dabd-4372-8ec8-7adc3a031f59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0.957081126,1,61_NON_43326$52c9d660-21e9-4eac-b355-6bba8ecbf027
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64,73,0.924961311,0,41_YE_79384$ced374ae-222e-45ec-b526-7a93c07a1d05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,0.825502267,1,04_LAM_84542$c46ce4ec-c55f-4583-81d4-7450341ad95c
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11,0,0,0,0.609001628,1,49_EIN_30416$c12df286-f9aa-4407-a387-1e9ff2770607
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976358359,1,35_WHEEL_97701$a2977392-53d0-49cb-b7ee-a0c46bc6b765
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0.735452352,1,49_GHAF_90266$87a58582-8910-4f53-a2b1-3c60be37b4ca
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,86,0,0.680663797,1,27_SAD_16602$c59d4f8f-9b5d-47dd-b5e3-489d8f340c90
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.209892418,0,97,160,0,0,0,0,24,83,0,0.992080925,1,34_DAL_56423$d3c88218-f004-47fb-bb8b-497862913a63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,50,0.921784085,0,63_SAD_07814$e5c1d4c8-dc67-41bc-b3c1-60c0f57a4cac
0,0,0,0,0,0,1,1,0,0,0,0,1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,31,0.961658235,0,23_TE_60319$c416037e-dab3-410e-894f-3b5ffc02a093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.843896986,1,74_DAL_84215$99dd77e8-0a11-4997-bcbe-6cd838fa9dbe
0,0,0,0,0,1,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0.960709106,1,82_EIN_72452$0a20a38a-2544-4cda-9846-751a525edc2c
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.537135979,1,25_HE_20389$2b629f53-ea85-4410-a61b-15f0d29e82dd
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,0,0.585448839,1,22_LAM_19660$d0a80910-669b-4a2a-aa01-4584b509e361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.555923322,1,42_SAD_54568$b09d1968-66b8-413b-9a66-cdcb9d528368
0,0,0,0,0,0,0,0,0,0,0,0,1,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.752928046,1,91_SAD_21028$5e139eab-d4c3-4ad6-8c8a-21464553d28d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,16,0,0.856359745,1,89_YE_09632$294f4b74-c893-447b-9411-43943c552f4d
1,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.795751685,1,83_GHAF_38529$03089b08-3972-45e4-91ca-5cdca3d5cc05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.665503193,1,83_NON_89409$4b0a4451-9385-45b3-9d02-9d0dbc574350
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0.916335023,1,76_SAD_22989$471e791b-bc98-45ec-88a1-3ee07b92fea2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918324767,1,95_DAL_84807$f9601aa9-6b28-447b-b30b-5c20a912182b
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,0.546022695,1,23_TE_23905$c007936c-749e-4dca-a2e4-ff8be892df4c
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,74,0.755214502,0,79_SAD_67059$0e94b586-c40c-48d3-a71b-b2a59db0df7d
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-50,28,0.586191671,0,0,0,0,0,0,0,0,0,0,0,0,0.707947013,1,98_EIN_35506$12d98489-8482-45f5-aff5-0f6137f998c1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,66,0.92509242,0,47_RE_83526$a5db727f-d35c-48af-bceb-50115ecedf61
